Name,SRCC Number,Type,Test Fluid,Test Flow Rate,Area,FRta,FRUL,IAM
Solar Skies Mfg  LLC Solar Skies SS-21,2007039A ,Glazed Flat-Plate,0,0.0388,1.93,0.691,3.4,0.19
Solar Skies Mfg  LLC Solar Skies SS-24,2007039B ,Glazed Flat-Plate,0,0.0388,2.21,0.691,3.4,0.19
Solar Skies Mfg  LLC Solar Skies SS-28,2007039D ,Glazed Flat-Plate,0,0.0388,2.6,0.691,3.4,0.19
Solar Skies Mfg  LLC Solar Skies SS-32,2007039E ,Glazed Flat-Plate,0,0.0388,2.96,0.691,3.4,0.19
Solar Skies Mfg  LLC Solar Skies SS-40,2007039F ,Glazed Flat-Plate,0,0.0388,3.7,0.691,3.4,0.19
Solar Skies Mfg  LLC Solar Skies SS-50,2007039G ,Glazed Flat-Plate,0,0.0388,4.66,0.691,3.4,0.19
Solar Skies Mfg  LLC North Star NSC-21,2007040A ,Glazed Flat-Plate,0,0.0388,2,0.691,3.4,0.19
Solar Skies Mfg  LLC North Star NSC-24,2007040B ,Glazed Flat-Plate,0,0.0388,2.28,0.691,3.4,0.19
Solar Skies Mfg  LLC North Star NSC-40,2007040F ,Glazed Flat-Plate,0,0.0388,3.92,0.691,3.4,0.19
Solar Skies Mfg  LLC North Star NSC-32,2007040E ,Glazed Flat-Plate,0,0.0388,3.03,0.691,3.4,0.19
Solar Skies Mfg  LLC North Star NSC-28,2007040D ,Glazed Flat-Plate,0,0.0388,2.66,0.691,3.4,0.19
Solar Skies Mfg  LLC North Star NSC-26,2007040C ,Glazed Flat-Plate,0,0.0388,2.42,0.691,3.4,0.19
Solar Source SunSmart SunSmart-40,2009093B ,Glazed Flat-Plate,0,0.0447,3.61,0.784,4.28,0.29
Solar Source Sunsmart Sunsmart-32,2009093A ,Glazed Flat-Plate,0,0.0447,2.95,0.782,4.28,0.29
Solar Systems  LLC Solar Systems SSA-40,2009086F ,Glazed Flat-Plate,0,0.0388,3.92,0.691,3.4,0.19
Solar Systems  LLC Solar Systems SSA-26,2009086C ,Glazed Flat-Plate,0,0.0388,2.42,0.691,3.4,0.19
Solar Systems  LLC Solar Systems SSA-28,2009086D ,Glazed Flat-Plate,0,0.0388,2.66,0.691,3.4,0.19
Solar Systems  LLC Solar Systems SSA-21,2009086A ,Glazed Flat-Plate,0,0.0388,2,0.691,3.4,0.19
Solar Systems  LLC Solar Systems SSA-32,2009086E ,Glazed Flat-Plate,0,0.0388,3.03,0.691,3.4,0.19
Solarhot Solarhot S-SC-126P40,2007007C ,Glazed Flat-Plate,0,0.049,3.66,0.684,3.33,0.2
Solarhot Solarhot S-SC-126P32,2007007B ,Glazed Flat-Plate,0,0.049,2.97,0.68,3.32,0.2
Solarhot Solarhot S-SC-126P26,2007007A ,Glazed Flat-Plate,0,0.049,2.45,0.68,3.32,0.2
Solarhot Solarhot S-SC-126S40,2007010C ,Glazed Flat-Plate,0,0.049,3.66,0.657,5.27,0.15
Solarhot Solarhot S-SC-126S32,2007010B ,Glazed Flat-Plate,0,0.049,2.97,0.654,5.25,0.15
Solarhot Solarhot S-SC-126S26,2007010A ,Glazed Flat-Plate,0,0.049,2.45,0.653,5.25,0.15
Solar's Smart  Smart 20,2009087C ,Tubular,0,0.023,2.28,0.267,0.96,-0.22
Solar's Smart  Smart 10,2009087A ,Tubular,0,0.023,1.18,0.267,0.96,-0.22
Solar's Smart  Smart 15,2009087B ,Tubular,0,0.023,1.76,0.267,0.96,-0.22
SolarTec USA Tubular SP-S58 1800A-30,2010011Ci ,Tubular,0,0,5.12,0.3,2,-1.8
SolarTec USA Tubular SP-S58 1800A-10,2010011Ai ,Tubular,0,0,1.61,0.3,2,-1.8
SolarTec USA Tubular SP-S58 1800A-22,2010011Bi ,Tubular,0,0,3.84,0.3,2,-1.8
SolarTEK SolarTEK ST40,2010018C ,Glazed Flat-Plate,0,0.0447,3.61,0.784,4.28,0.29
SolarTEK SolarTEK ST32,2010018B ,Glazed Flat-Plate,0,0.0447,2.95,0.782,4.28,0.29
Sole S.A. Climasol Climasol 2.70,2009075D ,Glazed Flat-Plate,0,0.0461,2.68,0.636,3.3,0.44
Sole S.A. Climasol Climasol 2.50,2009075C ,Glazed Flat-Plate,0,0.0461,2.32,0.632,3.3,0.44
Sole S.A. Climasol Climasol 2.00,2009075A ,Glazed Flat-Plate,0,0.0461,1.92,0.624,3.3,0.44
Sole S.A. Climasol Climasol 1.75,2009075B ,Glazed Flat-Plate,0,0.0461,1.76,0.623,3.31,0.44
Solene Solene-Corona SLCO-40,2006045C ,Glazed Flat-Plate,0,0.0447,3.61,0.784,4.28,0.29
Solene Aurora SLAR-40,2009058C ,Glazed Flat-Plate,0,0.0447,3.61,0.784,4.28,0.29
Solene Aurora SLAR-32,2009058B ,Glazed Flat-Plate,0,0.0447,2.95,0.782,4.28,0.29
Solene Solene-Corona SLCO-32,2006045B ,Glazed Flat-Plate,0,0.0447,2.95,0.782,4.28,0.29
Solene Aurora SLAR-30,2009058A ,Glazed Flat-Plate,0,0.0447,2.28,0.779,4.28,0.29
Solene Solene-Corona SLCO-30,2006045A ,Glazed Flat-Plate,0,0.0447,2.28,0.779,4.28,0.29
Solene Solene Chromagen SLCR-32,2004014B ,Glazed Flat-Plate,0,0.052,2.97,0.704,1.8,0.2
Solene Solene Chromagen SLCR-30,2004014A ,Glazed Flat-Plate,0,0.052,2.81,0.704,1.8,0.2
Solene Solene Chromagen SLCR-40,2004014C ,Glazed Flat-Plate,0,0.052,3.72,0.704,1.8,0.2
Solene Aurora SLAR-32P,2007045C ,Glazed Flat-Plate,0,0.059,2.95,0.674,5.52,0.26
Solene Solene-Corona SLCO-32P,2007045A ,Glazed Flat-Plate,0,0.059,2.95,0.674,5.52,0.26
Solene Aurora SLAR-40P,2007045D ,Glazed Flat-Plate,0,0.059,3.63,0.667,5.45,0.26
Solene Solene-Corona SLCO-40P,2007045B ,Glazed Flat-Plate,0,0.059,3.63,0.667,5.45,0.26
Solimpeks Solar Energy Corp Marvel CLS 2510,2010008A ,Glazed Flat-Plate,0,0.0505,2.48,0.688,3.7,0.06
Solimpeks Solar Energy Corp Marvel CLS 1808,2010008B ,Glazed Flat-Plate,0,0.0505,1.84,0.677,3.73,0.06
S-Power Entwicklungs und Vertriebs GmbH S-Power S-Power 30 3000 TPS Inside,2009062C ,Tubular,0,0.0346,4.79,0.487,1.1,0.06
S-Power Entwicklungs und Vertriebs GmbH S-Power S-Power 10 1000 TPS Inside,2009062A ,Tubular,0,0.0346,1.62,0.487,1.1,0.06
S-Power Entwicklungs und Vertriebs GmbH S-Power S-Power 20 2000 TPS Inside,2009062B ,Tubular,0,0.0346,3.18,0.487,1.1,0.06
S-Power Entwicklungs und Vertriebs GmbH S-Power HP 10 1000 TPS Inside,2009120C ,Tubular,0,0.1,1.6,0.429,1.37,0.12
S-Power Entwicklungs und Vertriebs GmbH S-Power HP 20 2000 TPS Inside,2009120B ,Tubular,0,0.1,3.25,0.429,1.37,0.12
S-Power Entwicklungs und Vertriebs GmbH S-Power HP 30 3000 TPS Inside,2009120A ,Tubular,0,0.1,4.96,0.429,1.37,0.12
Stiebel Eltron Stiebel Eltron SOL 27 Plus,2009002A ,Glazed Flat-Plate,0,0.053,2.64,0.754,2.99,0.1
Stiebel Eltron Stiebel Eltron Sol 25 Plus,2005016A ,Glazed Flat-Plate,0,0.0549,2.73,0.649,3.14,0.28
Sunday Solar LLC Sunday Solar SP-S58 1800A-10,2010017Ai ,Tubular,0,0,1.61,0.3,2,-1.8
Sunday Solar LLC Sunday Solar SP-S58 1800A-30,2010017Ci ,Tubular,0,0,5.12,0.3,2,-1.8
Sunday Solar LLC Sunday Solar SP-S58 1800A-22,2010017Bi ,Tubular,0,0,3.84,0.3,2,-1.8
SunEarth  Inc. Sunwise SC-40,2008012C ,Glazed Flat-Plate,0,0.0461,3.8,0.75,3.04,0.3
SunEarth  Inc. Imperial IC-40,2008014C ,Glazed Flat-Plate,0,0.0461,3.8,0.75,3.04,0.3
SunEarth  Inc. Empire EC-40,2006024E ,Glazed Flat-Plate,0,0.0461,3.8,0.75,3.04,0.3
SunEarth  Inc. Empire EC-40-1.5,2006024F ,Glazed Flat-Plate,0,0.0461,3.8,0.75,3.04,0.3
SunEarth  Inc. Imperial IC-32,2008014B ,Glazed Flat-Plate,0,0.0461,3.05,0.745,3.03,0.3
SunEarth  Inc. Empire EC-32,2006024C ,Glazed Flat-Plate,0,0.0461,3.05,0.745,3.03,0.3
SunEarth  Inc. Empire EC-32-1.5,2006024D ,Glazed Flat-Plate,0,0.0461,3.05,0.745,3.03,0.3
SunEarth  Inc. Sunwise SC-32,2008012B ,Glazed Flat-Plate,0,0.0461,3.05,0.745,3.03,0.3
SunEarth  Inc. Imperial IC-24,2008014A ,Glazed Flat-Plate,0,0.0461,2.3,0.728,2.99,0.3
SunEarth  Inc. Empire EC-24,2006024A ,Glazed Flat-Plate,0,0.0461,2.3,0.728,2.99,0.3
SunEarth  Inc. Sunwise SC-24,2008012A ,Glazed Flat-Plate,0,0.0461,2.3,0.728,2.99,0.3
SunEarth  Inc. Empire EC-21,2006024B ,Glazed Flat-Plate,0,0.0461,1.97,0.727,2.99,0.3
SunEarth  Inc. Sunwise SP-32,2009045B ,Glazed Flat-Plate,0,0.076,3.05,0.718,2.3,0.32
SunEarth  Inc. Sunwise SP-40,2009045C ,Glazed Flat-Plate,0,0.076,3.8,0.718,2.29,0.32
SunEarth  Inc. Empire EP-40,2007032A ,Glazed Flat-Plate,0,0.076,3.8,0.718,2.29,0.32
SunEarth  Inc. Empire EP-32,2007032D ,Glazed Flat-Plate,0,0.076,3.05,0.718,2.3,0.32
SunEarth  Inc. Empire EP-32-1.5,2007032E ,Glazed Flat-Plate,0,0.076,3.05,0.718,2.3,0.32
SunEarth  Inc. Empire EP-40-1.5,2007032F ,Glazed Flat-Plate,0,0.076,3.8,0.718,2.29,0.32
SunEarth  Inc. Imperial IP-40,2009040C ,Glazed Flat-Plate,0,0.076,3.81,0.715,2.28,0.32
SunEarth  Inc. Imperial IP-32,2009040B ,Glazed Flat-Plate,0,0.076,3.06,0.71,2.27,0.32
SunEarth  Inc. Sunwise SP-24,2009045A ,Glazed Flat-Plate,0,0.076,2.29,0.702,2.28,0.32
SunEarth  Inc. Empire EP-24,2007032C ,Glazed Flat-Plate,0,0.076,2.29,0.702,2.28,0.32
SunEarth  Inc. Empire EP-21,2007032B ,Glazed Flat-Plate,0,0.076,1.96,0.701,2.28,0.32
SunEarth  Inc. Imperial IP-24,2009040A ,Glazed Flat-Plate,0,0.076,2.3,0.693,2.25,0.32
SunEarth  Inc. SunBelt SB-40-0.75,2006025C ,Glazed Flat-Plate,0,0.06098,3.8,0.673,5.66,0.05
SunEarth  Inc. SunBelt SB-32-0.75,2006025A ,Glazed Flat-Plate,0,0.06098,3.06,0.665,5.6,0.05
SunEarth  Inc. SunBelt SB-24-0.75,2006025B ,Glazed Flat-Plate,0,0.06098,2.29,0.653,5.52,0.05
Sunfire Solar Energy LLC SUNFIRE SF JRQ,2009079Ai ,Tubular,0,0.05,2.43,0.3,2,-1.8
SunMaxx Solar SunMaxx TitanPowerPlus-SU2,2010046A ,Glazed Flat-Plate,1,0.0444,1.99,0.74,3.79,0.05
SunMaxx Solar SunMaxx TitanPower-AL2,2008029A ,Glazed Flat-Plate,0,0.044,2.18,0.702,3.64,0.17
SunMaxx Solar SunMaxx TitanPower-AL2DH,2008029B ,Glazed Flat-Plate,0,0.044,2.18,0.702,3.64,0.17
SunMaxx Solar SunMaxx ThermoPower-VHP25,2006011C ,Tubular,0,0.0698,4.32,0.371,0.83,-1.22
SunMaxx Solar SunMaxx ThermoPower-VHP10,2006011B ,Tubular,0,0.0698,1.69,0.371,0.83,-1.22
SunMaxx Solar SunMaxx ThermoPower-VHP20,2006011A ,Tubular,0,0.0698,3.44,0.371,0.83,-1.22
SunMaxx Solar SunMaxx ThermoPower-VHP30,2006011D ,Tubular,0,0.0698,5.19,0.371,0.83,-1.22
Sunpeak USA  Inc. SUNPEAK Sunpeak-58-COP-24,2008026B ,Tubular,0,0.061,3.67,0.299,1.32,-1.38
Sunpeak USA  Inc. SUNPEAK Sunpeak-58-COP-20,2008026A ,Tubular,0,0.061,3.05,0.299,1.32,-1.38
Sunpeak USA  Inc. SUNPEAK Sunpeak-58-COP-30,2008026C ,Tubular,0,0.061,4.59,0.299,1.32,-1.38
Sunward LLC Micro-Flo S32A,2009044A ,Glazed Flat-Plate,0,0.02024,2.98,0.685,3.76,0.34
Synergy Solar Synergy TC-26.52,2005007A ,Glazed Flat-Plate,0,0.0505,2.48,0.688,3.7,0.06
Synergy Solar Synergy TC-19.78,2005007B ,Glazed Flat-Plate,0,0.0505,1.84,0.677,3.73,0.06
Synergy Solar Synergy T19.78,2004006A ,Glazed Flat-Plate,0,0.0327,1.85,0.633,3.24,0.03
Synergy Solar Synergy T26.68,2004006B ,Glazed Flat-Plate,0,0.0327,2.48,0.633,3.24,0.03
Synergy Solar Synergy S19.78,2004005A ,Glazed Flat-Plate,0,0.0327,1.85,0.612,4.33,0.05
Synergy Solar Synergy S26.68,2004005B ,Glazed Flat-Plate,0,0.0327,2.48,0.612,4.33,0.05
Thermal Conversion Technology  Inc. (TCT Solar) ProPlate FF 40,2009041C ,Glazed Flat-Plate,0,0.076,3.81,0.715,2.28,0.32
Thermal Conversion Technology  Inc. (TCT Solar) ProPlate FF 32,2009041B ,Glazed Flat-Plate,0,0.076,3.06,0.71,2.27,0.32
Thermal Conversion Technology  Inc. (TCT Solar) ProPlate FF 24,2009041A ,Glazed Flat-Plate,0,0.076,2.3,0.693,2.25,0.32
Thermo Dynamics  Ltd. Thermo Dynamics G Series G32-P,2006005A ,Glazed Flat-Plate,0,0.0596,2.98,0.689,3.85,0.49
Thermo Dynamics  Ltd. Micro-Flo S32-P,2009007A ,Glazed Flat-Plate,0,0.02024,2.98,0.685,3.76,0.34
TiSUN LLC TiSUN FM-W S 4,2007054A ,Glazed Flat-Plate,0,0.051,2.55,0.733,3.39,0.17
TiSUN LLC TiSUN FA 2 5,2007052C ,Glazed Flat-Plate,0,0.0161,10.1,0.732,3.36,0
TiSUN LLC TiSUN FA 2 6,2007052D ,Glazed Flat-Plate,0,0.0161,12.1,0.731,3.35,0
TiSUN LLC TiSUN FA 2 3,2007052B ,Glazed Flat-Plate,0,0.0161,6.1,0.726,3.34,0
TiSUN LLC TiSUN FA 2 4,2007052A ,Glazed Flat-Plate,0,0.0161,8.08,0.708,3.25,0
TrendSetter Solar Products  Inc. Trendsetter TS-22-S,2007029B ,Tubular,0,0.0838,3.16,0.355,1.11,-0.09
TrendSetter Solar Products  Inc. Trendsetter TS-30-S,2007029A ,Tubular,0,0.0838,4.02,0.355,1.11,-1.29
Tsinghua Solar Systems  Ltd. Tsinghua Solar SLU-1500 12,2007034Ai ,Tubular,0,0,1.28,0.3,2,-1.8
Tsinghua Solar Systems  Ltd. Tsinghua Solar SLU-1800 24,2007034Bi ,Tubular,0,0,3.02,0.3,2,-1.8
UMA Solar Heliolite HL20,2009100Ai ,Glazed Flat-Plate,0,0,1.83,0.6,15,0.2
Vaillant Solar Systems Inc. Vaillant Solar Systems VFK 150 H,2009117A ,Glazed Flat-Plate,0,0.053,2.51,0.775,2.43,0.09
Vaillant Solar Systems Inc. Vaillant Solar Systems VFK 150 V,2010027A ,Glazed Flat-Plate,0,0.052,2.51,0.758,4.68,0.14
Vaillant Solar Systems Inc. Vaillant Solar Systems VFK 140 D,2009116A ,Glazed Flat-Plate,0,0.035,2.51,0.737,3.15,-0.01
Vaillant Solar Systems Inc. AuroTHERM Classic VFK 990 1,2007060A ,Glazed Flat-Plate,0,0.056,2.22,0.71,3.59,0.18
Vaillant Solar Systems Inc. Vaillant Solar Systems VFK 125,2009115A ,Glazed Flat-Plate,0,0.052,2.51,0.684,4.52,0.13
Vaillant Solar Systems Inc. auroTHERM 570 2 VTK 570 2,2010009B ,Tubular,0,0.046,1.15,0.554,0.81,0.03
Vaillant Solar Systems Inc. auroTHERM 1140 2 VTK 1140 2,2010009A ,Tubular,0,0.046,2.28,0.554,0.81,0.03
VELUX America Inc. VELUX CLI U12 4000,2007018A ,Glazed Flat-Plate,0,0.0495,2.51,0.686,2.69,0.02
VELUX America Inc. VELUX CLI S06 4000,2007018B ,Glazed Flat-Plate,0,0.0495,1.42,0.651,2.65,0.02
VELUX America Inc. VELUX CLI M08 4000,2007018C ,Glazed Flat-Plate,0,0.0495,1.16,0.63,2.61,0.02
Viessmann Manufacturing Company (US) Inc. Vitosol 100-F  SV1 SH1,2007042A ,Glazed Flat-Plate,0,0.05,2.49,0.769,3.61,0.1
Viessmann Manufacturing Company (US) Inc. Vitosol 200-F  SV2 SH2,2005019A ,Glazed Flat-Plate,1,0.0498,2.52,0.716,3.06,0.07
Viessmann Manufacturing Company (US) Inc. Vitosol 200-T SD2A -3m2,2008025B ,Tubular,0,0.04,4.34,0.547,1.15,-0.09
Viessmann Manufacturing Company (US) Inc. Vitosol 200-T  SD2A -2m2,2008025A ,Tubular,0,0.04,2.9,0.547,1.15,-0.09
Viessmann Manufacturing Company (US) Inc. Vitosol 300-T  SP3 -3m2,2005020B ,Tubular,1,0,4.29,0.508,0.92,-0.52
Viessmann Manufacturing Company (US) Inc. Vitosol 300-T  SP3 -2m2,2005020A ,Tubular,1,0.059,2.88,0.508,0.92,-0.52
Wagner Solar Inc. Wagner EURO C20 AR-M,2010035A ,Glazed Flat-Plate,0,0.03333,2.61,0.741,3.02,0.11
WePOWER  LLC Swan WE-40BP,2010016A ,Glazed Flat-Plate,0,0.076,3.8,0.718,2.29,0.32
Westech Components Wuxi Co.  Ltd. WesTech SP-S58 1800A-10,2007046Ai ,Tubular,0,0,1.61,0.3,2,-1.8
Westech Components Wuxi Co.  Ltd. WesTech SP-S58 1800A-30,2007046Ci ,Tubular,0,0,5.12,0.3,2,-1.8
Westech Components Wuxi Co.  Ltd. WesTech SP-S58 1800A-22,2007046Bi ,Tubular,0,0,3.84,0.3,2,-1.8
Zhejiang Hurras Solar Energy Technology Co.  Ltd. HES HCM20-58 1800,2009020D ,Tubular,0,0.0314,3.26,0.371,1.33,-1.62
Zhejiang Hurras Solar Energy Technology Co.  Ltd. HES HCM30-58 1800,2009020E ,Tubular,0,0.0314,4.1,0.371,1.33,-1.62
Zhejiang Hurras Solar Energy Technology Co.  Ltd. HES HCM15-58 1800,2009020C ,Tubular,0,0.0314,2.44,0.371,1.33,-1.62
Zhejiang Hurras Solar Energy Technology Co.  Ltd. HES HCM10-58 1800,2009020A ,Tubular,0,0.0314,1.57,0.371,1.33,-1.62
Zhejiang Hurras Solar Energy Technology Co.  Ltd. HES HCM12-58 1800,2009020B ,Tubular,0,0.0314,1.95,0.371,1.33,-1.62
Zhejiang Shentai Solar Energy Co.  Ltd. Suntask SR20,2009004B ,Tubular,0,0.032,3.07,0.419,1.5,-1.38
Zhejiang Shentai Solar Energy Co.  Ltd. Suntask SR30,2009004C ,Tubular,0,0.032,4.67,0.419,1.5,-1.38
Zhejiang Shentai Solar Energy Co.  Ltd. Suntask SR15,2009004D ,Tubular,0,0.032,2.32,0.419,1.5,-1.38
Zhejiang Shentai Solar Energy Co.  Ltd. Suntask SR10,2009004A ,Tubular,0,0.032,1.59,0.419,1.5,-1.38
