pdco,reason,name,paco,mppt_hi,pso,mppt_low,idcmax,vdco
260230.019000,Vdcmax <= 0 ,Advanced Energy: PVP250kW-480 480V [CEC 2011],249500,0,633.678200,0,0,341.162500
4594.782690,Vdcmax <= 0 ,Advanced Solar Photonics: PV250 (208Vac) 208V [CEC 2011],4470,0,23.909679,0,0,359.004841
4964.670986,Vdcmax <= 0 ,Advanced Solar Photonics: PV250 (240Vac) 240V [CEC 2011],4830,0,25.428169,0,0,356.237215
4954.017925,Vdcmax <= 0 ,Advanced Solar Photonics: PV250 (277Vac) 277V [CEC 2011],4830,0,30.291289,0,0,358.492031
3959.000386,Vdcmax <= 0 ,Alpha Technologies: Solaris 3500 XP 240V [CEC 2005],3500,52,43.609418,48,0,50.375000
1030391.297000,MPPT_low <= 0 or MPPT_hi <=0,American Electric Technologies: ISIS-1000-15000-60-CG 0V [CEC 2013],1000000,0,4623.024085,0,1700,720.444444
1023056.109000,MPPT_low <= 0 or MPPT_hi <=0,American Electric Technologies: ISIS-1000-410-60 410V [CEC 2013],1000000,0,1178.245813,0,1700,720.444444
251.416950,Vdcmax <= 0 ,Apparent: SG424-120V 120V [CEC 2015],230,0,3.076639,0,0,36.347423
31992.436370,Vdcmax <= 0 ,Ballard: EPC-PV-208-30kW 208V [CEC 2005],30000,420,543.221487,290,0,322.320952
80916.567610,Vdcmax <= 0 ,Ballard: EPC-PV-208-75kW 208V [CEC 2005],75000,420,1526.658475,330,0,351.868571
31982.781110,Vdcmax <= 0 ,Ballard: EPC-PV-480-30kW 480V [CEC 2005],30000,420,560.369004,290,0,322.260952
80812.843920,Vdcmax <= 0 ,Ballard: EPC-PV-480-75kW 480V [CEC 2005],75000,420,1545.046406,330,0,352.600952
1182.625898,Vdcmax <= 0 ,CMF Equipment (Original Mfg - PV Powered): Green Power 1100 120V [CEC 2008],1100,380,25.183436,150,0,208.354167
2141.195912,Vdcmax <= 0 ,CMF Equipment (Original Mfg - PV Powered): Green Power 2000 240V [CEC 2008],2000,380,29.542849,150,0,208.290476
2630.090924,Vdcmax <= 0 ,CMF Equipment (Original Mfg - PV Powered): Green Power 2500 240V [CEC 2006],2500,400,41.361835,140,0,219.231667
3203.453447,Vdcmax <= 0 ,CMF Equipment (Original Mfg - PV Powered): Green Power 3000 240V [CEC 2008],3000,380,31.412680,170,0,223.239583
3637.575560,Vdcmax <= 0 ,CMF Equipment (Original Mfg - PV Powered): Green Power 3500 240V [CEC 2006],3500,400,55.521595,200,0,265.136667
4791.744423,Vdcmax <= 0 ,CMF Equipment (Original Mfg - PV Powered): Green Power 4600 208V [CEC 2005],4600,400,50.978846,205,0,255.207222
4960.932584,Vdcmax <= 0 ,CMF Equipment (Original Mfg - PV Powered): Green Power 4800 240V [CEC 2006],4800,400,74.683638,200,0,266.477778
5384.828287,Vdcmax <= 0 ,CMF Equipment (Original Mfg - PV Powered): Green Power 5200 240V [CEC 2005],5200,400,57.555459,240,0,281.507778
2191.825129,MPPT_low > Vdco or MPPT_hi < Vdco,Carlo Gavazzi: SUNERGY 5000-70-240 240V [CEC 2011],2110,130,30.843703,70,77,199.603667
297.189535,Vdcmax <= 0 ,Chiconypower: MU300SAP1(240V) 240V [CEC 2011],284,0,2.193218,0,0,31.584325
16312.200000,Pdco <= 0 ,Concept by US: Power Station PS247-15-180 310V [CEC 2016],15160,420,-21.444100,210,0.036095,310
264812.174000,MPPT_low > Vdco or MPPT_hi < Vdco,DASS tech: DSP-M33250KUS 270V [CEC 2014],250000,820,1505.265460,450,535,377.869076
3417.336046,MPPT_low > Vdco or MPPT_hi < Vdco,Diehl AKO: 4301 S-A (208 Vac) 208V [CEC 2010],3190,470,18.408123,277,15,273.536746
106826.082700,MPPT_low > Vdco or MPPT_hi < Vdco,Diehl Controls: Platinum 100 CS-A (208) 208V [CEC 2010],100000,750,1080.139371,405,286,347.973810
106676.606200,MPPT_low > Vdco or MPPT_hi < Vdco,Diehl Controls: Platinum 100 CS-A (480) 480V [CEC 2010],100000,750,1011.183808,405,286,347.378809
105857.625700,MPPT_low > Vdco or MPPT_hi < Vdco,Diehl Controls: Platinum 100 CS-A HE (208) 208V [CEC 2010],100000,750,945.341136,405,286,349.740000
105726.907000,MPPT_low > Vdco or MPPT_hi < Vdco,Diehl Controls: Platinum 100 CS-A HE (480) 480V [CEC 2010],100000,750,916.226350,405,286,350.208809
3678.894222,Vdcmax <= 0 ,Dow Chemical: 362589 240V [CEC 2011],3504.092000,0,42.694212,0,0,300.760717
3716.521534,Vdcmax <= 0 ,Dow Chemical: 362590 240V [CEC 2011],3530,0,43.460314,0,0,300.393600
3731.151357,Vdcmax <= 0 ,Dow Chemical: 362591 240V [CEC 2011],3538.220000,0,44.528715,0,0,300.377167
1193.772417,Vdcmax <= 0 ,E-Village ( Original Mfg - PV Powered): EVS1100EVR 120V [CEC 2008],1100,380,21.863705,115,0,182.385417
2161.379428,Vdcmax <= 0 ,E-Village ( Original Mfg - PV Powered): EVS2000EVR 240V [CEC 2008],2000,380,24.598379,115,0,199.525000
2630.090924,Vdcmax <= 0 ,E-Village ( Original Mfg - PV Powered): EVS2500 240V [CEC 2006],2500,400,41.361835,140,0,219.231667
3203.453447,Vdcmax <= 0 ,E-Village ( Original Mfg - PV Powered): EVS3000 240V [CEC 2008],3000,380,31.412680,170,0,223.239583
3637.575560,Vdcmax <= 0 ,E-Village ( Original Mfg - PV Powered): EVS3500 240V [CEC 2006],3500,400,55.521595,200,0,265.136667
4791.744423,Vdcmax <= 0 ,E-Village ( Original Mfg - PV Powered): EVS4600 208V [CEC 2005],4600,400,50.978846,205,0,255.207222
4960.932584,Vdcmax <= 0 ,E-Village ( Original Mfg - PV Powered): EVS4800 240V [CEC 2006],4800,400,74.683638,200,0,266.477778
5384.828287,Vdcmax <= 0 ,E-Village ( Original Mfg - PV Powered): EVS5200 240V [CEC 2005],5200,400,57.555459,240,0,281.507778
292606.903000,Vdcmax <= 0 ,ETM Electromatic: 290-480-60 480V [CEC 2014],279286,0,39.227340,0,0,451.011296
3789.772226,Vdcmax <= 0 ,"Eaton Phoenixtec MMPL Co., Ltd.: PV238 (208Vac) 208V [CEC 2011]",3690,0,18.493189,0,0,359.271196
3810.047069,Vdcmax <= 0 ,"Eaton Phoenixtec MMPL Co., Ltd.: PV238 (240Vac) 240V [CEC 2011]",3710,0,19.037472,0,0,359.188193
3803.486374,Vdcmax <= 0 ,"Eaton Phoenixtec MMPL Co., Ltd.: PV238 (277Vac) 277V [CEC 2011]",3710,0,24.234466,0,0,360.020241
3789.772226,Vdcmax <= 0 ,"Eaton Phoenixtec MMPL Co., Ltd.: PV240 (208Vac) 208V [CEC 2011]",3690,0,18.493189,0,0,359.271196
4087.680280,Vdcmax <= 0 ,"Eaton Phoenixtec MMPL Co., Ltd.: PV240 (240Vac) 240V [CEC 2011]",3980,0,19.037472,0,0,359.188193
4080.945723,Vdcmax <= 0 ,"Eaton Phoenixtec MMPL Co., Ltd.: PV240 (277Vac) 277V [CEC 2011]",3980,0,25.813993,0,0,359.145046
4594.782690,Vdcmax <= 0 ,"Eaton Phoenixtec MMPL Co., Ltd.: PV250 (208Vac) 208V [CEC 2011]",4470,0,23.909679,0,0,359.004841
4964.670986,Vdcmax <= 0 ,"Eaton Phoenixtec MMPL Co., Ltd.: PV250 (240Vac) 240V [CEC 2011]",4830,0,25.428169,0,0,356.237215
4954.017925,Vdcmax <= 0 ,"Eaton Phoenixtec MMPL Co., Ltd.: PV250 (277Vac) 277V [CEC 2011]",4830,0,30.291289,0,0,358.492031
6169.541433,Vdcmax <= 0 ,"Eaton Phoenixtec MMPL Co., Ltd.: PV260 (208Vac) 208V [CEC 2011]",5980,0,24.045597,0,0,362.358959
6189.262869,Vdcmax <= 0 ,"Eaton Phoenixtec MMPL Co., Ltd.: PV260 (240Vac) 240V [CEC 2011]",6010,0,27.419895,0,0,362.480259
6165.665747,Vdcmax <= 0 ,"Eaton Phoenixtec MMPL Co., Ltd.: PV260 (277Vac) 277V [CEC 2011]",6000,0,36.792272,0,0,361.123080
7203.418340,Vdcmax <= 0 ,"Eaton Phoenixtec MMPL Co., Ltd.: PV270 (208Vac) 208V [CEC 2011]",6950,0,22.906211,0,0,362.822394
7135.435129,Vdcmax <= 0 ,"Eaton Phoenixtec MMPL Co., Ltd.: PV270 (240Vac) 240V [CEC 2011]",6920,0,30.897614,0,0,362.806863
7228.746709,Vdcmax <= 0 ,"Eaton Phoenixtec MMPL Co., Ltd.: PV270(277Vac) 277V [CEC 2011]",7010,0,31.728832,0,0,362.102246
200.813252,Vdcmax <= 0 ,Enphase Energy: M190-72-208-Sxx 208V [CEC 2009],190,0,0.768703,0,0,32.066905
200.085971,Vdcmax <= 0 ,Enphase Energy: M190-72-240-Sxx 240V [CEC 2009],190,0,0.669215,0,0,31.995952
211.173093,Vdcmax <= 0 ,Enphase Energy: M200-32-208-S01 208V [CEC 2008],200,65,1.223188,40,0,52.848690
209.952346,Vdcmax <= 0 ,Enphase Energy: M200-32-208-S02 208V [CEC 2008],200,65,0.755946,40,0,54.706190
210.992422,Vdcmax <= 0 ,Enphase Energy: M200-32-240-S01 240V [CEC 2009],200,65,1.447411,40,0,53.094357
209.930114,Vdcmax <= 0 ,Enphase Energy: M200-32-240-S02 240V [CEC 2008],200,65,0.754294,40,0,54.622143
967.910000,Paco < 0.75 Pdco,Enphase Energy: M250-72-2LL-S2X (208Vac) 208V [CEC 2016],240,48,722.776000,27,5,37
842.112000,Paco < 0.75 Pdco,Enphase Energy: M250-72-2LL-S2X (240Vac) 240V [CEC 2016],240,48,596.662000,27,5,37
284.983503,Vdcmax <= 0 ,Enphase Energy: S280-60-LL-X (208Vac) 208V [CEC 2015],275,0,1.052583,0,0,32.158107
283.351842,Vdcmax <= 0 ,Enphase Energy: S280-60-LL-X (240Vac) 240V [CEC 2015],275,0,0.874447,0,0,32.055233
10561.229050,Vdcmax <= 0 ,"Fronius USA, LLC: IG Plus 10.0-1 uni(208) 208V [CEC 2008]",10000,0,49.808515,0,0,365.045714
10464.608300,Vdcmax <= 0 ,"Fronius USA, LLC: IG Plus 10.0-1 uni(240) 240V [CEC 2008]",10000,0,39.509613,0,0,388.722143
10420.877380,Vdcmax <= 0 ,"Fronius USA, LLC: IG Plus 10.0-1 uni(277) 277V [CEC 2008]",10000,0,30.110764,0,0,328.940881
12093.057400,Vdcmax <= 0 ,"Fronius USA, LLC: IG Plus 11.4-1 uni(208) 208V [CEC 2008]",11400,0,46.226643,0,0,364.995714
11947.098590,Vdcmax <= 0 ,"Fronius USA, LLC: IG Plus 11.4-1 uni(240) 240V [CEC 2008]",11400,0,37.848607,0,0,388.618238
11915.644960,Vdcmax <= 0 ,"Fronius USA, LLC: IG Plus 11.4-1 uni(277) 277V [CEC 2008]",11400,0,38.889015,0,0,328.942405
12560.931610,Vdcmax <= 0 ,"Fronius USA, LLC: IG Plus 12.0-1 wye277 277V [CEC 2008]",12000,0,43.474238,0,0,328.090309
3162.054483,Vdcmax <= 0 ,"Fronius USA, LLC: IG Plus 3.0-1 uni(208) 208V [CEC 2008]",3000,0,17.395963,0,0,362.575952
3136.164115,Vdcmax <= 0 ,"Fronius USA, LLC: IG Plus 3.0-1 uni(240) 240V [CEC 2008]",3000,0,17.424620,0,0,386.568809
3126.823776,Vdcmax <= 0 ,"Fronius USA, LLC: IG Plus 3.0-1 uni(277) 277V [CEC 2008]",3000,0,21.947363,0,0,327.093889
4037.728434,Vdcmax <= 0 ,"Fronius USA, LLC: IG Plus 3.8-1 uni(208) 208V [CEC 2008]",3800,0,22.165793,0,0,362.579048
3990.005019,Vdcmax <= 0 ,"Fronius USA, LLC: IG Plus 3.8-1 uni(240) 240V [CEC 2008]",3800,0,22.343187,0,0,386.608095
3978.045625,Vdcmax <= 0 ,"Fronius USA, LLC: IG Plus 3.8-1 uni(277) 277V [CEC 2008]",3800,0,26.128150,0,0,326.996905
5247.924794,Vdcmax <= 0 ,"Fronius USA, LLC: IG Plus 5.0-1 uni(208) 208V [CEC 2008]",5000,0,18.747366,0,0,363.927143
5214.988577,Vdcmax <= 0 ,"Fronius USA, LLC: IG Plus 5.0-1 uni(240) 240V [CEC 2008]",5000,0,16.487786,0,0,387.745238
5199.368267,Vdcmax <= 0 ,"Fronius USA, LLC: IG Plus 5.0-1 uni(277) 277V [CEC 2008]",5000,0,17.225880,0,0,328.125476
6319.361501,Vdcmax <= 0 ,"Fronius USA, LLC: IG Plus 6.0-1 uni(208) 208V [CEC 2008]",6000,0,17.229439,0,0,363.337143
6266.092982,Vdcmax <= 0 ,"Fronius USA, LLC: IG Plus 6.0-1 uni(240) 240V [CEC 2008]",6000,0,17.485908,0,0,387.339524
6247.458014,Vdcmax <= 0 ,"Fronius USA, LLC: IG Plus 6.0-1 uni(277) 277V [CEC 2008]",6000,0,19.719510,0,0,327.753809
7971.815339,Vdcmax <= 0 ,"Fronius USA, LLC: IG Plus 7.5-1 uni(208) 208V [CEC 2008]",7500,0,30.902767,0,0,363.883333
7872.406787,Vdcmax <= 0 ,"Fronius USA, LLC: IG Plus 7.5-1 uni(240) 240V [CEC 2008]",7500,0,24.356312,0,0,388.326190
7842.218562,Vdcmax <= 0 ,"Fronius USA, LLC: IG Plus 7.5-1 uni(277) 277V [CEC 2008]",7500,0,28.120752,0,0,327.736357
2114.006757,Vdcmax <= 0 ,"Fronius USA, LLC: IG2000 NEG 240V [CEC 2006]",2000,400,21.203284,150,0,275.890476
2114.006757,Vdcmax <= 0 ,"Fronius USA, LLC: IG2000 POS 240V [CEC 2006]",2000,400,21.203284,150,0,275.890476
2535.044153,Vdcmax <= 0 ,"Fronius USA, LLC: IG2500-LV NEG 208V [CEC 2006]",2350,400,26.555570,150,0,277.849524
2535.044153,Vdcmax <= 0 ,"Fronius USA, LLC: IG2500-LV POS 208V [CEC 2006]",2350,400,26.555570,150,0,277.849524
2879.401107,Vdcmax <= 0 ,"Fronius USA, LLC: IG3000 NEG 240V [CEC 2006]",2700,400,27.492514,150,0,277.271905
2879.401107,Vdcmax <= 0 ,"Fronius USA, LLC: IG3000 POS 240V [CEC 2006]",2700,400,27.492514,150,0,277.271905
4258.997421,Vdcmax <= 0 ,"Fronius USA, LLC: IG4000 NEG 240V [CEC 2006]",4000,400,33.177873,150,0,277.937619
4258.997421,Vdcmax <= 0 ,"Fronius USA, LLC: IG4000 POS 240V [CEC 2006]",4000,400,33.177873,150,0,277.937619
4834.607305,Vdcmax <= 0 ,"Fronius USA, LLC: IG4500-LV NEG 208V [CEC 2006]",4500,400,35.507305,150,0,277.887619
4834.607305,Vdcmax <= 0 ,"Fronius USA, LLC: IG4500-LV POS 208V [CEC 2006]",4500,400,35.507305,150,0,277.887619
5438.245080,Vdcmax <= 0 ,"Fronius USA, LLC: IG5100 NEG 240V [CEC 2006]",5100,400,38.424876,150,0,277.937857
5438.245080,Vdcmax <= 0 ,"Fronius USA, LLC: IG5100 POS 240V [CEC 2006]",5100,400,38.424876,150,0,277.937857
4736.800000,Pdco <= 0 ,GE Energy  (Original Mfg - Xantrex): GEPVb-5000-NA-240-208-02 (208V) 208V [Spec 2008],4500,550,0,240,0,0
5235.600000,Pdco <= 0 ,GE Energy  (Original Mfg - Xantrex): GEPVb-5000-NA-240-208-02 (240V) 240V [Spec 2008],5000,550,0,240,0,0
1193.772417,Vdcmax <= 0 ,GE Energy: GEPVe-1100-NA-120 120V [CEC 2009],1100,380,21.863705,115,0,182.385417
2161.379428,Vdcmax <= 0 ,GE Energy: GEPVe-2000-NA-240 240V [CEC 2009],2000,380,24.598379,115,0,199.525000
3019.671154,MPPT_low <= 0 or MPPT_hi <=0,GE Energy: GEPVe-2800-NA-208 208V [CEC 2009],2800,0,44.783252,0,15,231.105185
3203.453447,Vdcmax <= 0 ,GE Energy: GEPVe-3000-NA-240 240V [CEC 2009],3000,380,31.412680,170,0,223.239583
4791.744423,Vdcmax <= 0 ,GE Energy: GEPVe-4600-NA-208 208V [CEC 2009],4600,400,50.978846,205,0,255.207222
4960.932584,Vdcmax <= 0 ,GE Energy: GEPVe-4800-NA-240 240V [CEC 2009],4800,400,74.683638,200,0,266.477778
5384.828287,Vdcmax <= 0 ,GE Energy: GEPVe-5200-NA-240 240V [CEC 2005],5200,400,57.555459,240,0,281.507778
513270.016500,MPPT_low > Vdco or MPPT_hi < Vdco,Green Power Technologies: PV500U 240V [CEC 2012],500000,825,998.728397,425,1250,395.615667
16602.155760,Vdcmax <= 0 ,GreenVolts: GV-SCP001 208V [CEC 2011],16000,0,99.340508,0,0,812.497619
3385.978604,MPPT_low > Vdco or MPPT_hi < Vdco,GridPoint (Original Mfg - Outback GVFX 3648 data): Connect C36 120V [CEC 2006],3037.300000,135,65.755713,66,60,51.018333
10451.732300,MPPT_low > Vdco or MPPT_hi < Vdco,Growatt New Energy Technology: GROWATT 10000TL-US (208V) 208V [CEC 2013],10087.500000,480,30.761200,345,36,344.894489
23776.200000,Paco < 0.75 Pdco,Growatt New Energy Technology: GROWATT 7000MTLP-US (208V) 208V [CEC 2016],6093,485,17535.700000,280,12.562900,385
30128.100000,Paco < 0.75 Pdco,Growatt New Energy Technology: GROWATT 7000MTLP-US (240V) 240V [CEC 2016],7011,485,22979.700000,270,14.455900,385
39048.600000,Paco < 0.75 Pdco,Growatt New Energy Technology: GROWATT 7000MTLP-US (277V) 277V [CEC 2016],7016.070000,480,31914.900000,275,14.616800,385
22619.700000,Paco < 0.75 Pdco,Growatt New Energy Technology: GROWATT 7600MTLP-US (208V) 208V [CEC 2016],6741.010000,480,15707.700000,270,14.043800,380
33110.100000,Paco < 0.75 Pdco,Growatt New Energy Technology: GROWATT 7600MTLP-US (240V) 240V [CEC 2016],7604,480,25387.600000,270,15.841600,380
33317.600000,Paco < 0.75 Pdco,Growatt New Energy Technology: GROWATT 7600MTLP-US (277V) 277V [CEC 2016],7652,480,25546.400000,270,15.940600,380
266.887031,Vdcmax <= 0 ,Hansol Technics: HSPV-A250 240V [CEC 2012],249.300000,0,2.874140,0,0,29.852678
1193.772417,Vdcmax <= 0 ,Home Director (Original Mfg - PV Powered): HD-SUN-INV1100-EVR 120V [CEC 2008],1100,380,21.863705,115,0,182.385417
2161.379428,Vdcmax <= 0 ,Home Director (Original Mfg - PV Powered): HD-SUN-INV2000-EVR 240V [CEC 2008],2000,380,24.598379,115,0,199.525000
2630.090924,Vdcmax <= 0 ,Home Director (Original Mfg - PV Powered): HD-SUN-INV2500 240V [CEC 2006],2500,400,41.361835,140,0,219.231667
3203.453447,Vdcmax <= 0 ,Home Director (Original Mfg - PV Powered): HD-SUN-INV3000 240V [CEC 2008],3000,380,31.412680,170,0,223.239583
3637.575560,Vdcmax <= 0 ,Home Director (Original Mfg - PV Powered): HD-SUN-INV3500 240V [CEC 2006],3500,400,55.521595,200,0,265.136667
4791.744423,Vdcmax <= 0 ,Home Director (Original Mfg - PV Powered): HD-SUN-INV4600 208V [CEC 2005],4600,400,50.978846,205,0,255.207222
4960.932584,Vdcmax <= 0 ,Home Director (Original Mfg - PV Powered): HD-SUN-INV4800 240V [CEC 2006],4800,400,74.683638,200,0,266.477778
5384.828287,Vdcmax <= 0 ,Home Director (Original Mfg - PV Powered): HD-SUN-INV5200 240V [CEC 2005],5200,400,57.555459,240,0,281.507778
96886.700000,Paco < 0.75 Pdco,"Huawei Technologies Co., LTD: SUN2000-45KTL-US-HV-D0 [600V] [SI1] 600V [CEC 2018]",45207,1200,95897.400000,800,96.886700,1000
96886.700000,Paco < 0.75 Pdco,Huawei Technologies: SUN2000-45KTL-US-HV-D0 (N/A)V [CEC 2018],45207,1200,95897.400000,800,96.886700,1000
1182.625898,Vdcmax <= 0 ,I-Power (Original Mfg - PV Powered): SHO-1.1 120V [CEC 2008],1100,380,25.183436,150,0,208.354167
2141.195912,Vdcmax <= 0 ,I-Power (Original Mfg - PV Powered): SHO-2.0 240V [CEC 2008],2000,380,29.542849,150,0,208.290476
2630.090924,Vdcmax <= 0 ,I-Power (Original Mfg - PV Powered): SHO-2.5 240V [CEC 2006],2500,400,41.361835,140,0,219.231667
